INFRASA,Matricula,Peso,Aviación,Aerolinea,Vuelo,Tarjeta,Fecha,Fecha OK,Hora,Destino / Origen,Nombre Destino / Origen
31407,HP1540,50000,Comercial,RPB,684.0,Salida,2020-01-25,2020-01-25,18:50:00,MPTO,TOCUMEN
31408,N745AV,77000,Comercial,AVA,8518.0,Salida,2020-01-25,2020-01-25,19:32:00,SKBO,BOGOTA
31409,N567AV,77000,Comercial,AVA,9418.0,Salida,2020-01-25,2020-01-25,19:50:00,SKBO,BOGOTA
31410,HK5282,18600,Comercial,EFY,6929.0,Salida,2020-01-25,2020-01-25,19:07:00,SKCG,CARTAGENA
31411,HK5278,73500,Comercial,FAST COLOMBIA S.A.S,8071.0,Salida,2020-01-25,2020-01-25,19:37:00,SKSM,SANTA MARTA
31412,hk5347,22800,Comercial,EFY,7751.0,Salida,2020-01-26,2020-01-26,11:08:00,SKBO,BOGOTA
31413,hk5276,73500,Comercial,FAST COLOMBIA S.A.S,8090.0,Salida,2020-01-25,2020-01-25,20:20:00,SKCG,CARTAGENA
31414,N422AV,75500,Comercial,AVA,9810.0,Salida,2020-01-25,2020-01-25,21:48:00,SKBO,BOGOTA
31415,hk5335,73500,Comercial,FAST COLOMBIA S.A.S,8135.0,Salida,2020-01-25,2020-01-25,22:18:00,SKBO,BOGOTA
31416,CCCOZ,70000,Comercial,ARE,4211.0,Salida,2020-01-25,2020-01-25,21:21:00,SKBO,BOGOTA
31417,HK5109,23000,Comercial,AVA,8432.0,Salida,2020-01-25,2020-01-25,22:21:00,SKBO,BOGOTA
31418,hk5293,22800,Comercial,EFY,9187.0,Salida,2020-01-25,2020-01-25,22:59:00,SKBO,BOGOTA
31419,HK5282,18600,Comercial,EFY,6927.0,Salida,2020-01-26,2020-01-26,10:11:00,SKCG,CARTAGENA
31420,HP1557,50000,Comercial,RPB,624.0,Salida,2020-01-26,2020-01-26,5:22:00,MPTO,TOCUMEN
31421,N426AV,77000,Comercial,AVA,8510.0,Salida,2020-01-26,2020-01-26,6:03:00,SKBO,BOGOTA
31422,N426AV,77000,Comercial,AVA,8408.0,Salida,2020-01-26,2020-01-26,9:06:00,SKBO,BOGOTA
31423,FAC5066,7250,Estatal,FAC,2.0,Salida,2020-01-26,2020-01-26,11:15:00,SKBO,BOGOTA
31424,HK5274,73500,Comercial,FAST COLOMBIA S.A.S,8286.0,Salida,2020-01-26,2020-01-26,10:29:00,SKCG,CARTAGENA
31425,N284AV,77000,Comercial,AVA,8512.0,Salida,2020-01-26,2020-01-26,10:32:00,SKBO,BOGOTA
31426,hk5320,73500,Comercial,FAST COLOMBIA S.A.S,6769.0,Salida,2020-01-26,2020-01-26,11:59:00,SKBO,BOGOTA
31427,N426AV,77000,Comercial,AVA,9806.0,Salida,2020-01-26,2020-01-26,12:11:00,SKBO,BOGOTA
31428,hk5293,22800,Comercial,EFY,9109.0,Salida,2020-01-26,2020-01-26,12:24:00,SKBO,BOGOTA
31429,N284AV,77000,Comercial,AVA,8516.0,Salida,2020-01-26,2020-01-26,13:53:00,SKBO,BOGOTA
31430,FAC5066,7250,Estatal,FAC,2.0,Salida,2020-01-26,2020-01-26,14:59:00,SKQU,MARIQUITA
31431,HK5331,18600,Comercial,EFY,9057.0,Salida,2020-01-26,2020-01-26,14:18:00,SKMD,MEDELLIN
31432,N9006,73029,Comercial,AAL,1134.0,Salida,2020-01-26,2020-01-26,15:29:00,KMIA,MIAMI
31433,hk5293,22800,Comercial,EFY,9185.0,Salida,2020-01-26,2020-01-26,15:58:00,SKBO,BOGOTA
31434,HK5331,18600,Comercial,EFY,9059.0,Salida,2020-01-26,2020-01-26,16:18:00,SKMD,MEDELLIN
31435,N426AV,77000,Comercial,AVA,8504.0,Salida,2020-01-26,2020-01-26,16:38:00,SKBO,BOGOTA
31436,HP1558,50000,Comercial,RPB,684.0,Salida,2020-01-26,2020-01-26,18:55:00,MPTO,TOCUMEN
31437,N446AV,77000,Comercial,AVA,8518.0,Salida,2020-01-26,2020-01-26,18:15:00,SKBO,BOGOTA
31438,HK5331,18600,Comercial,EFY,9051.0,Salida,2020-01-27,2020-01-27,5:50:00,SKMD,MEDELLIN
31439,N567AV,77000,Comercial,AVA,9418.0,Salida,2020-01-26,2020-01-26,18:58:00,SKBO,BOGOTA
31440,HK5308,73500,Comercial,FAST COLOMBIA S.A.S,6780.0,Salida,2020-01-26,2020-01-26,19:04:00,SKCG,CARTAGENA
31441,hk5293,22800,Comercial,EFY,9189.0,Salida,2020-01-26,2020-01-26,19:24:00,SKBO,BOGOTA
31442,HK5282,18600,Comercial,EFY,6929.0,Salida,2020-01-26,2020-01-26,19:07:00,SKCG,CARTAGENA
31443,HK5307,73500,Comercial,FAST COLOMBIA S.A.S,8039.0,Salida,2020-01-26,2020-01-26,19:43:00,SKSM,SANTA MARTA
31444,CCCPE,70000,Comercial,ARE,4211.0,Salida,2020-01-26,2020-01-26,20:04:00,SKBO,BOGOTA
31445,HK5142,77000,Comercial,FAST COLOMBIA S.A.S,8090.0,Salida,2020-01-26,2020-01-26,20:18:00,SKCG,CARTAGENA
31446,N536AV,77000,Comercial,AVA,9810.0,Salida,2020-01-26,2020-01-26,20:22:00,SKBO,BOGOTA
31447,HK5324,23000,Comercial,AVA,8432.0,Salida,2020-01-26,2020-01-26,21:01:00,SKBO,BOGOTA
31448,hk5293,22800,Comercial,EFY,9105.0,Salida,2020-01-27,2020-01-27,5:37:00,SKBO,BOGOTA
31449,HK5282,18600,Comercial,EFY,9175.0,Salida,2020-01-27,2020-01-27,5:44:00,SKMD,MEDELLIN
31450,HP1567,50000,Comercial,RPB,624.0,Salida,2020-01-27,2020-01-27,5:20:00,MPTO,TOCUMEN
31451,N939AV,77000,Comercial,AVA,8510.0,Salida,2020-01-27,2020-01-27,5:54:00,SKBO,BOGOTA
31452,N557AV,75500,Comercial,AVA,8538.0,Salida,2020-01-27,2020-01-27,7:30:00,SKBO,BOGOTA
31453,HK5331,18600,Comercial,EFY,9053.0,Salida,2020-01-27,2020-01-27,8:20:00,SKMD,MEDELLIN
31454,hk5293,22800,Comercial,EFY,9107.0,Salida,2020-01-27,2020-01-27,8:27:00,SKBO,BOGOTA
31455,N939AV,77000,Comercial,AVA,8408.0,Salida,2020-01-27,2020-01-27,8:57:00,SKBO,BOGOTA
31456,N557AV,75500,Comercial,AVA,8512.0,Salida,2020-01-27,2020-01-27,10:25:00,SKBO,BOGOTA
31457,HK5331,18600,Comercial,EFY,6927.0,Salida,2020-01-27,2020-01-27,10:40:00,SKCG,CARTAGENA
31458,HK5038,1300,General,AVIACION PEREIRA LTDA,0.0,Salida,2020-01-27,2020-01-27,11:25:00,SKGO,CARTAGO
31459,HK5318,73500,Comercial,FAST COLOMBIA S.A.S,8286.0,Salida,2020-01-27,2020-01-27,11:25:00,SKCG,CARTAGENA
31460,HK2399,1054,General,AVIACION PEREIRA LTDA,0.0,Salida,2020-01-27,2020-01-27,11:35:00,SKGO,CARTAGO
31461,N671NG,4740,General,AUTOMOTORA DE OCCIDENTE S,2.0,Salida,2020-02-01,2020-02-01,8:45:00,SKBO,BOGOTA
31462,HK5038,1300,General,AVIACION PEREIRA LTDA,0.0,Salida,2020-01-27,2020-01-27,13:19:00,SKCL,CALI
31463,HK2033,725,General,AVIACION PEREIRA LTDA,2.0,Salida,2020-01-29,2020-01-29,9:24:00,SKGO,CARTAGO
31464,HK5305,78000,Comercial,FAST COLOMBIA S.A.S,6769.0,Salida,2020-01-27,2020-01-27,12:01:00,SKBO,BOGOTA
31465,N939AV,77000,Comercial,AVA,9806.0,Salida,2020-01-27,2020-01-27,12:10:00,SKBO,BOGOTA
31466,hk5347,22800,Comercial,EFY,7751.0,Salida,2020-01-27,2020-01-27,12:24:00,SKBO,BOGOTA
31467,N557AV,75500,Comercial,AVA,8516.0,Salida,2020-01-27,2020-01-27,14:10:00,SKBO,BOGOTA
31468,N939AV,77000,Comercial,AVA,8504.0,Salida,2020-01-27,2020-01-27,15:58:00,SKBO,BOGOTA
31469,HK5282,18600,Comercial,EFY,9059.0,Salida,2020-01-27,2020-01-27,16:21:00,SKMD,MEDELLIN
31470,HK5322,23000,Comercial,EFY,9185.0,Salida,2020-01-27,2020-01-27,16:17:00,SKBO,BOGOTA
31471,HK5038,1300,General,AVIACION PEREIRA LTDA,0.0,Salida,2020-01-28,2020-01-28,10:30:00,SKGO,CARTAGO
31472,N961AV,77000,Comercial,AVA,8518.0,Salida,2020-01-27,2020-01-27,18:31:00,SKBO,BOGOTA
31473,hp1565,50000,Comercial,RPB,684.0,Salida,2020-01-27,2020-01-27,18:48:00,MPTO,TOCUMEN
31474,N939AV,77000,Comercial,AVA,9418.0,Salida,2020-01-27,2020-01-27,19:50:00,SKBO,BOGOTA
31475,HK5313,18600,Comercial,EFY,7783.0,Salida,2020-01-27,2020-01-27,19:02:00,SKRG,RIONEGRO
31476,HK5331,18600,Comercial,EFY,6929.0,Salida,2020-01-27,2020-01-27,19:26:00,SKCG,CARTAGENA
31477,hk5335,73500,Comercial,FAST COLOMBIA S.A.S,8039.0,Salida,2020-01-27,2020-01-27,19:33:00,SKSM,SANTA MARTA
31478,HK5322,23000,Comercial,EFY,9189.0,Salida,2020-01-27,2020-01-27,20:06:00,SKBO,BOGOTA
31479,HK5051,77000,Comercial,FAST COLOMBIA S.A.S,8090.0,Salida,2020-01-27,2020-01-27,20:22:00,SKCG,CARTAGENA
31480,N536AV,77000,Comercial,AVA,9810.0,Salida,2020-01-27,2020-01-27,22:01:00,SKBO,BOGOTA
31481,HK5313,18600,Comercial,EFY,9051.0,Salida,2020-01-28,2020-01-28,5:39:00,SKMD,MEDELLIN
31482,hk5320,73500,Comercial,FAST COLOMBIA S.A.S,8135.0,Salida,2020-01-27,2020-01-27,22:15:00,SKBO,BOGOTA
31483,CCBAE,77000,Comercial,ARE,4211.0,Salida,2020-01-27,2020-01-27,22:23:00,SKBO,BOGOTA
31484,HK5322,23000,Comercial,EFY,9107.0,Salida,2020-01-28,2020-01-28,9:20:00,SKBO,BOGOTA
31485,HK5331,18600,Comercial,EFY,9175.0,Salida,2020-01-28,2020-01-28,5:51:00,SKMD,MEDELLIN
31486,HP1564,50000,Comercial,RPB,624.0,Salida,2020-01-28,2020-01-28,6:23:00,MPTO,TOCUMEN
31487,N281AV,77000,Comercial,AVA,9856.0,Salida,2020-01-28,2020-01-28,1:02:00,SKSP,SAN ANDRES
31488,N281AV,77000,Comercial,AVA,8510.0,Salida,2020-01-28,2020-01-28,7:21:00,SKBO,BOGOTA
31489,N821AV,77000,Comercial,AVA,8538.0,Salida,2020-01-28,2020-01-28,10:12:00,SKBO,BOGOTA
31490,HK5331,18600,Comercial,EFY,9053.0,Salida,2020-01-28,2020-01-28,10:00:00,SKMD,MEDELLIN
31492,HK5274,73500,Comercial,FAST COLOMBIA S.A.S,8286.0,Salida,2020-01-28,2020-01-28,11:26:00,SKCG,CARTAGENA
31493,N284AV,77000,Comercial,AVA,8512.0,Salida,2020-01-28,2020-01-28,12:00:00,SKBO,BOGOTA
31494,N763AV,77000,Comercial,AVA,9806.0,Salida,2020-01-28,2020-01-28,12:22:00,SKBO,BOGOTA
31495,HK5322,23000,Comercial,EFY,7751.0,Salida,2020-01-28,2020-01-28,12:30:00,SKBO,BOGOTA
31496,HK5038,1300,General,AVIACION PEREIRA LTDA,2.0,Salida,2020-01-29,2020-01-29,8:46:00,SKGO,CARTAGO
31497,HK2399,1054,General,AVIACION PEREIRA LTDA,0.0,Salida,2020-01-28,2020-01-28,9:50:00,SKGO,CARTAGO
31498,HK2399,1054,General,AVIACION PEREIRA LTDA,0.0,Salida,2020-01-28,2020-01-28,13:48:00,SKGO,CARTAGO
31499,HK5051,77000,Comercial,FAST COLOMBIA S.A.S,6769.0,Salida,2020-01-28,2020-01-28,14:10:00,SKBO,BOGOTA
31500,N745AV,77000,Comercial,AVA,8516.0,Salida,2020-01-28,2020-01-28,14:15:00,SKBO,BOGOTA
31501,HK5321,18600,Comercial,EFY,7778.0,Salida,2020-01-28,2020-01-28,15:12:00,SKVV,VILLAVICENCIO
31502,N9026C,73029,Comercial,AAL,1134.0,Salida,2020-01-28,2020-01-28,15:26:00,KMIA,MIAMI
31503,N763AV,77000,Comercial,AVA,8504.0,Salida,2020-01-28,2020-01-28,16:07:00,SKBO,BOGOTA
31504,hk5293,22800,Comercial,EFY,9185.0,Salida,2020-01-28,2020-01-28,16:28:00,SKBO,BOGOTA
31505,HK5315,11250,Comercial,EFY,9057.0,Salida,2020-01-28,2020-01-28,16:34:00,SKMD,MEDELLIN
31506,N961AV,77000,Comercial,AVA,8518.0,Salida,2020-01-28,2020-01-28,19:49:00,SKBO,BOGOTA
31507,N821AV,77000,Comercial,AVA,9418.0,Salida,2020-01-28,2020-01-28,20:42:00,SKBO,BOGOTA
31508,HK5131,2800,Comercial,AEXPA,101.0,Salida,2020-01-29,2020-01-29,9:22:00,SKUI,QUIBDO
31509,HK5278,73500,Comercial,FAST COLOMBIA S.A.S,8071.0,Salida,2020-01-28,2020-01-28,19:30:00,SKSM,SANTA MARTA
31510,hk5293,22800,Comercial,EFY,9189.0,Salida,2020-01-28,2020-01-28,19:19:00,SKBO,BOGOTA
31512,N694AV,75500,Comercial,AVA,9810.0,Salida,2020-01-28,2020-01-28,20:48:00,SKBO,BOGOTA
31513,CCCPF,70000,Comercial,ARE,4211.0,Salida,2020-01-28,2020-01-28,20:31:00,SKBO,BOGOTA
31514,HK5222,77000,Comercial,FAST COLOMBIA S.A.S,8090.0,Salida,2020-01-28,2020-01-28,20:19:00,SKCG,CARTAGENA
31515,hk5335,73500,Comercial,FAST COLOMBIA S.A.S,8135.0,Salida,2020-01-28,2020-01-28,21:05:00,SKBO,BOGOTA
31516,HK2399,1054,General,AVIACION PEREIRA LTDA,2.0,Salida,2020-01-29,2020-01-29,10:38:00,SKGO,CARTAGO
31517,HK5331,18600,Comercial,EFY,9059.0,Salida,2020-01-28,2020-01-28,21:33:00,SKMD,MEDELLIN
31518,hk5293,22800,Comercial,EFY,9107.0,Salida,2020-01-29,2020-01-29,8:34:00,SKBO,BOGOTA
31520,HP1568,50000,Comercial,RPB,624.0,Salida,2020-01-29,2020-01-29,5:16:00,MPTO,TOCUMEN
31521,N451AV,77000,Comercial,AVA,9856.0,Salida,2020-01-29,2020-01-29,1:02:00,SKSP,SAN ANDRES
31522,HK5331,18600,Comercial,EFY,9175.0,Salida,2020-01-29,2020-01-29,5:49:00,SKMD,MEDELLIN
31523,N451AV,77000,Comercial,AVA,8510.0,Salida,2020-01-29,2020-01-29,6:10:00,SKBO,BOGOTA
31524,N477AV,77000,Comercial,AVA,,Salida,2020-01-29,2020-01-29,8:55:00,SKBO,BOGOTA
31525,HK4790,2100,General,C.I ANEXPO S.A.S,2.0,Salida,2020-01-29,2020-01-29,7:30:00,SKUI,QUIBDO
31526,N694AV,75500,Comercial,AVA,8538.0,Salida,2020-01-29,2020-01-29,7:33:00,SKBO,BOGOTA
31527,HK5331,18600,Comercial,EFY,9051.0,Salida,2020-01-29,2020-01-29,7:45:00,SKMD,MEDELLIN
31529,N451AV,77000,Comercial,AVA,8408.0,Salida,2020-01-29,2020-01-29,9:41:00,SKBO,BOGOTA
31530,N477AV,77000,Comercial,AVA,,Salida,2020-01-29,2020-01-29,10:29:00,SKBO,BOGOTA
31531,HK5327,73500,Comercial,FAST COLOMBIA S.A.S,8286.0,Salida,2020-01-29,2020-01-29,10:35:00,SKCG,CARTAGENA
31532,HK5310,18600,Comercial,EFY,9053.0,Salida,2020-01-29,2020-01-29,10:31:00,SKMD,MEDELLIN
31533,N694AV,75500,Comercial,AVA,8512.0,Salida,2020-01-29,2020-01-29,11:02:00,SKBO,BOGOTA
31534,HK5313,18600,Comercial,EFY,6927.0,Salida,2020-01-28,2020-01-28,10:31:00,SKCG,CARTAGENA
31535,HK5313,18600,Comercial,EFY,6929.0,Salida,2020-01-28,2020-01-28,19:03:00,SKCG,CARTAGENA
31536,HK5313,18600,Comercial,EFY,9105.0,Salida,2020-01-29,2020-01-29,5:39:00,SKBO,BOGOTA
31537,HK5313,18600,Comercial,EFY,6927.0,Salida,2020-01-29,2020-01-29,10:23:00,SKCG,CARTAGENA
31538,hk5293,22800,Comercial,EFY,7751.0,Salida,2020-01-29,2020-01-29,11:36:00,SKBO,BOGOTA
31539,HK5038,1300,General,AVIACION PEREIRA LTDA,2.0,Salida,2020-01-30,2020-01-30,8:53:00,SKGO,CARTAGO
31540,HK2033,725,General,AVIACION PEREIRA LTDA,2.0,Salida,2020-01-31,2020-01-31,7:15:00,SKUL,TULUA
31541,HK5305,78000,Comercial,FAST COLOMBIA S.A.S,6769.0,Salida,2020-01-29,2020-01-29,12:05:00,SKBO,BOGOTA
31542,N451AV,77000,Comercial,AVA,9806.0,Salida,2020-01-29,2020-01-29,12:40:00,SKBO,BOGOTA
31543,N753AV,75500,Comercial,AVA,8516.0,Salida,2020-01-29,2020-01-29,14:10:00,SKBO,BOGOTA
31544,HK2399,1054,General,AVIACION PEREIRA LTDA,0.0,Salida,2020-01-29,2020-01-29,14:49:00,SKGO,CARTAGO
31545,HK5043,1814,General,AEROOCCIDENTE,0.0,Salida,2020-01-29,2020-01-29,16:30:00,SKCL,CALI
31546,HK4790,2100,General,C.I ANEXPO S.A.S,0.0,Salida,2020-01-29,2020-01-29,17:00:00,SKMD,MEDELLIN
31547,HK5310,18600,Comercial,EFY,9057.0,Salida,2020-01-29,2020-01-29,14:59:00,SKMD,MEDELLIN
31548,N451AV,77000,Comercial,AVA,8504.0,Salida,2020-01-29,2020-01-29,16:04:00,SKBO,BOGOTA
31549,HK5294,22800,Comercial,EFY,9185.0,Salida,2020-01-29,2020-01-29,16:30:00,SKBO,BOGOTA
31550,N763AV,77000,Comercial,AVA,8518.0,Salida,2020-01-29,2020-01-29,18:56:00,SKBO,BOGOTA
31551,HK5199,18600,Comercial,EFY,9059.0,Salida,2020-01-29,2020-01-29,18:35:00,SKMD,MEDELLIN
31552,HK5313,18600,Comercial,EFY,6929.0,Salida,2020-01-29,2020-01-29,18:30:00,SKCG,CARTAGENA
31553,HK5294,22800,Comercial,EFY,9189.0,Salida,2020-01-29,2020-01-29,21:10:00,SKBO,BOGOTA
31554,HK5275,73500,Comercial,FAST COLOMBIA S.A.S,8039.0,Salida,2020-01-29,2020-01-29,19:39:00,SKSM,SANTA MARTA
31555,HK2399,1054,General,AVIACION PEREIRA LTDA,2.0,Salida,2020-01-30,2020-01-30,11:50:00,SKGO,CARTAGO
31556,HK5278,73500,Comercial,FAST COLOMBIA S.A.S,8090.0,Salida,2020-01-29,2020-01-29,20:19:00,SKCG,CARTAGENA
31557,N730AV,75500,Comercial,AVA,9810.0,Salida,2020-01-29,2020-01-29,21:54:00,SKBO,BOGOTA
31558,hk5335,73500,Comercial,FAST COLOMBIA S.A.S,8135.0,Salida,2020-01-29,2020-01-29,21:22:00,SKBO,BOGOTA
31559,HK5199,18600,Comercial,EFY,7783.0,Salida,2020-01-29,2020-01-29,21:30:00,SKRG,RIONEGRO
31560,CCCPF,70000,Comercial,ARE,4213.0,Salida,2020-01-29,2020-01-29,14:56:00,SKBO,BOGOTA
31561,HK5199,18600,Comercial,EFY,9175.0,Salida,2020-01-30,2020-01-30,5:50:00,SKMD,MEDELLIN
31562,HK5313,18600,Comercial,EFY,9105.0,Salida,2020-01-30,2020-01-30,5:38:00,SKBO,BOGOTA
31563,N416AV,77000,Comercial,AVA,8510.0,Salida,2020-01-30,2020-01-30,5:57:00,SKBO,BOGOTA
31564,HK5294,22800,Comercial,EFY,9107.0,Salida,2020-01-30,2020-01-30,8:29:00,SKBO,BOGOTA
31565,HK5146,2864,Comercial,AEXPA,0.0,Salida,2020-01-31,2020-01-31,23:57:00,SKPE,AEROPUERTO INTERNACIONAL MATECAÑA
31566,HK5145,2864,Comercial,AEXPA,0.0,Salida,2020-01-31,2020-01-31,23:57:00,SKPE,AEROPUERTO INTERNACIONAL MATECAÑA
31567,N557AV,75500,Comercial,AVA,8538.0,Salida,2020-01-30,2020-01-30,7:24:00,SKBO,BOGOTA
31568,N538AV,77000,Comercial,AVA,8426.0,Salida,2020-01-30,2020-01-30,9:08:00,SKRG,RIONEGRO
31569,N740AV,77000,Comercial,AVA,9482.0,Salida,2020-01-30,2020-01-30,9:01:00,SKRG,RIONEGRO
31570,HK5313,18600,Comercial,EFY,9051.0,Salida,2020-01-30,2020-01-30,8:25:00,SKMD,MEDELLIN
31571,N416AV,77000,Comercial,AVA,8408.0,Salida,2020-01-30,2020-01-30,9:05:00,SKBO,BOGOTA
31572,HK5071,17894,Comercial,EFY,9053.0,Salida,2020-01-30,2020-01-30,10:11:00,SKMD,MEDELLIN
31573,HK5313,18600,Comercial,EFY,6927.0,Salida,2020-01-30,2020-01-30,10:26:00,SKCG,CARTAGENA
31574,N557AV,75500,Comercial,AVA,8512.0,Salida,2020-01-30,2020-01-30,10:52:00,SKBO,BOGOTA
31575,HK5038,1300,General,AVIACION PEREIRA LTDA,2.0,Salida,2020-01-30,2020-01-30,11:53:00,SKGO,CARTAGO
31576,HK5327,73500,Comercial,FAST COLOMBIA S.A.S,8286.0,Salida,2020-01-30,2020-01-30,11:40:00,SKCG,CARTAGENA
31577,HK5294,22800,Comercial,EFY,7751.0,Salida,2020-01-30,2020-01-30,11:34:00,SKBO,BOGOTA
31578,HK5278,73500,Comercial,FAST COLOMBIA S.A.S,6769.0,Salida,2020-01-30,2020-01-30,12:00:00,SKBO,BOGOTA
31579,N416AV,77000,Comercial,AVA,9806.0,Salida,2020-01-30,2020-01-30,12:13:00,SKBO,BOGOTA
31580,EJC2178,7000,Estatal,EJC,2.0,Salida,2020-01-30,2020-01-30,12:25:00,SKBO,BOGOTA
31581,HK2367,757,General,AEROOCCIDENTE,2.0,Salida,2020-01-30,2020-01-30,14:45:00,SKCL,CALI
31582,N557AV,75500,Comercial,AVA,8516.0,Salida,2020-01-30,2020-01-30,14:05:00,SKBO,BOGOTA
31583,HK5038,1300,General,AVIACION PEREIRA LTDA,2.0,Salida,2020-01-31,2020-01-31,7:46:00,SKPE,AEROPUERTO INTERNACIONAL MATECAÑA
31584,HK2399,1054,General,AVIACION PEREIRA LTDA,2.0,Salida,2020-01-31,2020-01-31,10:50:00,SKPE,AEROPUERTO INTERNACIONAL MATECAÑA
31585,HK4752,1500,General,PTC ACADEMY,1.0,Salida,2020-01-30,2020-01-30,16:30:00,SKGY,GUAYMARAL
31586,HK4785,2072,General,S.A.E SERVICIOS AEREOS ES,0.0,Salida,2020-01-30,2020-01-30,17:10:00,SKGY,GUAYMARAL
31587,HK5071,17894,Comercial,EFY,7778.0,Salida,2020-01-30,2020-01-30,14:37:00,SKVV,VILLAVICENCIO
31588,N9017P,73029,Comercial,AAL,1134.0,Salida,2020-01-30,2020-01-30,16:24:00,KMIA,MIAMI
31589,CCCPF,70000,Comercial,ARE,4213.0,Salida,2020-01-30,2020-01-30,15:30:00,SKBO,BOGOTA
31590,N416AV,77000,Comercial,AVA,8504.0,Salida,2020-01-30,2020-01-30,16:10:00,SKBO,BOGOTA
31591,HK5310,18600,Comercial,EFY,9057.0,Salida,2020-01-30,2020-01-30,15:57:00,SKMD,MEDELLIN
31592,HK5322,23000,Comercial,EFY,9185.0,Salida,2020-01-30,2020-01-30,16:50:00,SKBO,BOGOTA
31593,HK5199,18600,Comercial,EFY,9059.0,Salida,2020-01-30,2020-01-30,17:05:00,SKMD,MEDELLIN
31594,HP1568,50000,Comercial,RPB,684.0,Salida,2020-01-30,2020-01-30,18:40:00,MPTO,TOCUMEN
31595,N980AV,77000,Comercial,AVA,8518.0,Salida,2020-01-30,2020-01-30,19:40:00,SKBO,BOGOTA
31596,HK5321,18600,Comercial,EFY,7783.0,Salida,2020-01-30,2020-01-30,19:10:00,SKRG,RIONEGRO
31597,N416AV,77000,Comercial,AVA,9418.0,Salida,2020-01-30,2020-01-30,20:43:00,SKBO,BOGOTA
31598,hk5335,73500,Comercial,FAST COLOMBIA S.A.S,8071.0,Salida,2020-01-30,2020-01-30,19:40:00,SKSM,SANTA MARTA
31599,HK5313,18600,Comercial,EFY,6929.0,Salida,2020-01-30,2020-01-30,19:21:00,SKCG,CARTAGENA
31600,HK5322,23000,Comercial,EFY,9189.0,Salida,2020-01-30,2020-01-30,20:20:00,SKBO,BOGOTA
31601,n690se,4600,General,TERMALES EL OTOÑO,0.0,Salida,2020-01-31,2020-01-31,8:00:00,SKMZ,MANIZALES
31602,N149GJ,3970,General,INVERSIONES INMOBILARIAS,0.0,Salida,2020-01-31,2020-01-31,7:15:00,SKYP,YOPAL
31603,HK5305,78000,Comercial,FAST COLOMBIA S.A.S,8090.0,Salida,2020-01-30,2020-01-30,20:17:00,SKCG,CARTAGENA
31604,N557AV,75500,Comercial,AVA,9810.0,Salida,2020-01-30,2020-01-30,21:36:00,SKBO,BOGOTA
31605,hk5320,73500,Comercial,FAST COLOMBIA S.A.S,8135.0,Salida,2020-01-30,2020-01-30,21:20:00,SKBO,BOGOTA
31606,HK5292,22800,Comercial,EFY,9187.0,Salida,2020-01-30,2020-01-30,21:10:00,SKBO,BOGOTA
31607,HK5321,18600,Comercial,EFY,9175.0,Salida,2020-01-31,2020-01-31,5:46:00,SKMD,MEDELLIN
31608,HK5322,23000,Comercial,EFY,9105.0,Salida,2020-01-31,2020-01-31,5:40:00,SKBO,BOGOTA
31609,HK5313,18600,Comercial,EFY,9053.0,Salida,2020-01-31,2020-01-31,10:17:00,SKMD,MEDELLIN
31610,HP1569,50000,Comercial,RPB,624.0,Salida,2020-01-31,2020-01-31,5:23:00,MPTO,TOCUMEN
31611,N743AV,77000,Comercial,AVA,8510.0,Salida,2020-01-31,2020-01-31,6:00:00,SKBO,BOGOTA
31612,HK5071,17894,Comercial,EFY,9051.0,Salida,2020-01-31,2020-01-31,7:20:00,SKMD,MEDELLIN
31613,N939AV,77000,Comercial,AVA,8538.0,Salida,2020-01-31,2020-01-31,7:42:00,SKBO,BOGOTA
31614,HK5322,23000,Comercial,EFY,9107.0,Salida,2020-01-31,2020-01-31,8:49:00,SKBO,BOGOTA
31615,N743AV,77000,Comercial,AVA,8408.0,Salida,2020-01-31,2020-01-31,9:17:00,SKBO,BOGOTA
31616,HK5038,1300,General,AVIACION PEREIRA LTDA,2.0,Salida,2020-01-31,2020-01-31,8:53:00,SKCL,CALI
31617,HK5005,1100,General,AVIACION PEREIRA LTDA,0.0,Salida,2020-02-05,2020-02-05,11:30:00,SKGO,CARTAGO
31618,HK5043,1814,General,AEROOCCIDENTE,2.0,Salida,2020-01-31,2020-01-31,10:50:00,SKMR,MONTERIA
31619,HK2033,725,General,AVIACION PEREIRA LTDA,0.0,Salida,2020-02-05,2020-02-05,8:41:00,SKGO,CARTAGO
31620,hk5276,73500,Comercial,FAST COLOMBIA S.A.S,8286.0,Salida,2020-01-31,2020-01-31,10:26:00,SKCG,CARTAGENA
31621,HK5331,18600,Comercial,EFY,6927.0,Salida,2020-01-31,2020-01-31,10:17:00,SKCG,CARTAGENA
31622,N939AV,77000,Comercial,AVA,8512.0,Salida,2020-01-31,2020-01-31,10:37:00,SKBO,BOGOTA
31623,PNC0255,621,Estatal,FRPN,2.0,Salida,2020-01-31,2020-01-31,15:30:00,SKBO,BOGOTA
31624,HK5322,23000,Comercial,EFY,7751.0,Salida,2020-01-31,2020-01-31,11:28:00,SKBO,BOGOTA
31625,HK5038,1300,General,AVIACION PEREIRA LTDA,2.0,Salida,2020-01-31,2020-01-31,12:27:00,SKPE,AEROPUERTO INTERNACIONAL MATECAÑA
31626,HK5267,1157,General,AVIACION PEREIRA LTDA,2.0,Salida,2020-02-01,2020-02-01,13:41:00,SKCL,CALI
